"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Avg Daily Max Air Temperature (F)	Avg Daily Max Heat Index (F)
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1996"	"1996"	"May"	"5"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1996"	"1996"	"Jun"	"6"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1996"	"1996"	"Jul"	"7"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1996"	"1996"	"Aug"	"8"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1996"	"1996"	"Sep"	"9"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1996"	"1996"	"Oct"	"10"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1996"	"1996"	"Nov"	"11"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1996"	"1996"	"Dec"	"12"	Missing	Missing
"Total"	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1996"	"1996"			Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1997"	"1997"	"Jan"	"1"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1997"	"1997"	"Feb"	"2"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1997"	"1997"	"Mar"	"3"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1997"	"1997"	"Apr"	"4"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1997"	"1997"	"May"	"5"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1997"	"1997"	"Jun"	"6"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1997"	"1997"	"Jul"	"7"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1997"	"1997"	"Aug"	"8"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1997"	"1997"	"Sep"	"9"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1997"	"1997"	"Oct"	"10"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1997"	"1997"	"Nov"	"11"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1997"	"1997"	"Dec"	"12"	Missing	Missing
"Total"	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1997"	"1997"			Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1998"	"1998"	"Jan"	"1"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1998"	"1998"	"Feb"	"2"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1998"	"1998"	"Mar"	"3"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1998"	"1998"	"Apr"	"4"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1998"	"1998"	"May"	"5"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1998"	"1998"	"Jun"	"6"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1998"	"1998"	"Jul"	"7"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1998"	"1998"	"Aug"	"8"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1998"	"1998"	"Sep"	"9"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1998"	"1998"	"Oct"	"10"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1998"	"1998"	"Nov"	"11"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1998"	"1998"	"Dec"	"12"	Missing	Missing
"Total"	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1998"	"1998"			Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1999"	"1999"	"Jan"	"1"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1999"	"1999"	"Feb"	"2"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1999"	"1999"	"Mar"	"3"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1999"	"1999"	"Apr"	"4"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1999"	"1999"	"May"	"5"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1999"	"1999"	"Jun"	"6"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1999"	"1999"	"Jul"	"7"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1999"	"1999"	"Aug"	"8"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1999"	"1999"	"Sep"	"9"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1999"	"1999"	"Oct"	"10"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1999"	"1999"	"Nov"	"11"	Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1999"	"1999"	"Dec"	"12"	Missing	Missing
"Total"	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"1999"	"1999"			Missing	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2000"	"2000"	"Jan"	"1"	55.8488	80.0074
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2000"	"2000"	"Feb"	"2"	58.0514	78.7000
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2000"	"2000"	"Mar"	"3"	62.0003	79.4037
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2000"	"2000"	"Apr"	"4"	75.2818	82.3002
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2000"	"2000"	"May"	"5"	84.8384	85.9935
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2000"	"2000"	"Jun"	"6"	92.4856	89.2357
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2000"	"2000"	"Jul"	"7"	95.8089	91.4918
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2000"	"2000"	"Aug"	"8"	93.4750	91.8371
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2000"	"2000"	"Sep"	"9"	87.3233	86.6108
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2000"	"2000"	"Oct"	"10"	70.7436	83.5895
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2000"	"2000"	"Nov"	"11"	53.5125	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2000"	"2000"	"Dec"	"12"	55.4151	Missing
"Total"	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2000"	"2000"			73.7804	88.5398
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2001"	"2001"	"Jan"	"1"	48.5393	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2001"	"2001"	"Feb"	"2"	51.7261	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2001"	"2001"	"Mar"	"3"	63.8798	80.3137
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2001"	"2001"	"Apr"	"4"	68.6379	82.6128
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2001"	"2001"	"May"	"5"	86.3945	86.1642
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2001"	"2001"	"Jun"	"6"	92.2982	89.3691
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2001"	"2001"	"Jul"	"7"	93.8256	90.3566
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2001"	"2001"	"Aug"	"8"	94.9712	92.1244
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2001"	"2001"	"Sep"	"9"	90.3234	87.3798
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2001"	"2001"	"Oct"	"10"	78.8027	82.4640
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2001"	"2001"	"Nov"	"11"	64.1048	80.6397
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2001"	"2001"	"Dec"	"12"	48.8107	Missing
"Total"	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2001"	"2001"			73.6471	88.2334
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2002"	"2002"	"Jan"	"1"	51.3903	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2002"	"2002"	"Feb"	"2"	58.0084	79.2619
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2002"	"2002"	"Mar"	"3"	61.3518	80.6828
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2002"	"2002"	"Apr"	"4"	74.5165	82.0867
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2002"	"2002"	"May"	"5"	80.7076	84.3786
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2002"	"2002"	"Jun"	"6"	93.2763	89.3891
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2002"	"2002"	"Jul"	"7"	98.0288	93.9205
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2002"	"2002"	"Aug"	"8"	94.9880	90.7351
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2002"	"2002"	"Sep"	"9"	87.1556	86.9512
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2002"	"2002"	"Oct"	"10"	72.5461	82.4431
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2002"	"2002"	"Nov"	"11"	62.3293	79.2267
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2002"	"2002"	"Dec"	"12"	51.0876	Missing
"Total"	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2002"	"2002"			73.8512	88.8409
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2003"	"2003"	"Jan"	"1"	60.4473	79.8600
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2003"	"2003"	"Feb"	"2"	54.0099	79.6300
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2003"	"2003"	"Mar"	"3"	61.5321	79.8674
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2003"	"2003"	"Apr"	"4"	65.6661	80.2513
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2003"	"2003"	"May"	"5"	81.9537	86.8448
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2003"	"2003"	"Jun"	"6"	90.9714	87.9064
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2003"	"2003"	"Jul"	"7"	99.4303	95.2222
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2003"	"2003"	"Aug"	"8"	93.8753	91.3902
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2003"	"2003"	"Sep"	"9"	89.6191	87.6062
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2003"	"2003"	"Oct"	"10"	81.8439	84.0348
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2003"	"2003"	"Nov"	"11"	58.0101	78.9000
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2003"	"2003"	"Dec"	"12"	52.2118	Missing
"Total"	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2003"	"2003"			74.2751	89.2540
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2004"	"2004"	"Jan"	"1"	51.1725	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2004"	"2004"	"Feb"	"2"	50.3799	78.2000
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2004"	"2004"	"Mar"	"3"	71.2451	81.7192
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2004"	"2004"	"Apr"	"4"	69.8147	82.1221
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2004"	"2004"	"May"	"5"	82.2520	83.5390
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2004"	"2004"	"Jun"	"6"	90.7706	87.6459
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2004"	"2004"	"Jul"	"7"	95.5794	91.4980
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2004"	"2004"	"Aug"	"8"	92.5903	89.3886
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2004"	"2004"	"Sep"	"9"	85.6037	86.4280
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2004"	"2004"	"Oct"	"10"	69.7499	82.7860
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2004"	"2004"	"Nov"	"11"	55.3426	79.2500
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2004"	"2004"	"Dec"	"12"	50.8996	Missing
"Total"	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2004"	"2004"			72.1998	87.4334
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2005"	"2005"	"Jan"	"1"	52.5051	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2005"	"2005"	"Feb"	"2"	53.7359	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2005"	"2005"	"Mar"	"3"	59.4541	80.1358
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2005"	"2005"	"Apr"	"4"	68.0491	80.7935
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2005"	"2005"	"May"	"5"	80.8428	85.7884
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2005"	"2005"	"Jun"	"6"	87.0155	86.4127
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2005"	"2005"	"Jul"	"7"	98.1636	94.3565
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2005"	"2005"	"Aug"	"8"	91.5616	89.8040
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2005"	"2005"	"Sep"	"9"	86.1285	85.5062
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2005"	"2005"	"Oct"	"10"	73.7047	82.4306
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2005"	"2005"	"Nov"	"11"	63.1841	79.6868
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2005"	"2005"	"Dec"	"12"	53.8156	Missing
"Total"	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2005"	"2005"			72.4586	88.3937
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2006"	"2006"	"Jan"	"1"	53.4764	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2006"	"2006"	"Feb"	"2"	58.7513	78.6400
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2006"	"2006"	"Mar"	"3"	57.2179	79.2800
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2006"	"2006"	"Apr"	"4"	70.1085	81.4913
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2006"	"2006"	"May"	"5"	84.5936	85.3653
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2006"	"2006"	"Jun"	"6"	94.6134	90.5541
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2006"	"2006"	"Jul"	"7"	97.7860	95.1011
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2006"	"2006"	"Aug"	"8"	92.6705	89.8208
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2006"	"2006"	"Sep"	"9"	85.1283	86.5254
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2006"	"2006"	"Oct"	"10"	72.1033	82.6891
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2006"	"2006"	"Nov"	"11"	64.6472	80.2721
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2006"	"2006"	"Dec"	"12"	50.6112	Missing
"Total"	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2006"	"2006"			73.5402	89.3146
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2007"	"2007"	"Jan"	"1"	47.0521	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2007"	"2007"	"Feb"	"2"	56.4518	78.6000
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2007"	"2007"	"Mar"	"3"	67.4763	81.6634
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2007"	"2007"	"Apr"	"4"	72.9502	83.0168
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2007"	"2007"	"May"	"5"	82.8394	84.2567
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2007"	"2007"	"Jun"	"6"	92.6974	89.6430
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2007"	"2007"	"Jul"	"7"	97.9022	94.3081
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2007"	"2007"	"Aug"	"8"	94.8085	92.4024
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2007"	"2007"	"Sep"	"9"	85.8283	88.2045
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2007"	"2007"	"Oct"	"10"	74.6918	82.0104
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2007"	"2007"	"Nov"	"11"	67.1293	80.6323
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2007"	"2007"	"Dec"	"12"	45.7198	Missing
"Total"	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2007"	"2007"			73.8740	89.0140
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2008"	"2008"	"Jan"	"1"	45.2119	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2008"	"2008"	"Feb"	"2"	53.2927	79.1667
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2008"	"2008"	"Mar"	"3"	62.6856	79.8335
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2008"	"2008"	"Apr"	"4"	70.5333	81.7167
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2008"	"2008"	"May"	"5"	76.1078	84.7491
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2008"	"2008"	"Jun"	"6"	92.1050	89.4800
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2008"	"2008"	"Jul"	"7"	95.6002	92.3557
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2008"	"2008"	"Aug"	"8"	94.3724	91.5972
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2008"	"2008"	"Sep"	"9"	88.3500	86.3698
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2008"	"2008"	"Oct"	"10"	76.3436	82.7440
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2008"	"2008"	"Nov"	"11"	65.4520	80.8781
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2008"	"2008"	"Dec"	"12"	50.1269	Missing
"Total"	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2008"	"2008"			72.5481	88.6700
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2009"	"2009"	"Jan"	"1"	53.5805	78.5000
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2009"	"2009"	"Feb"	"2"	55.2909	78.7333
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2009"	"2009"	"Mar"	"3"	63.5418	80.2313
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2009"	"2009"	"Apr"	"4"	69.4918	82.4763
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2009"	"2009"	"May"	"5"	86.1469	85.0294
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2009"	"2009"	"Jun"	"6"	85.6486	86.6065
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2009"	"2009"	"Jul"	"7"	97.9133	94.0227
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2009"	"2009"	"Aug"	"8"	94.7753	90.9688
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2009"	"2009"	"Sep"	"9"	89.7358	87.6447
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2009"	"2009"	"Oct"	"10"	71.4407	82.3997
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2009"	"2009"	"Nov"	"11"	66.1733	81.2240
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2009"	"2009"	"Dec"	"12"	47.3119	Missing
"Total"	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2009"	"2009"			73.5223	88.4788
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2010"	"2010"	"Jan"	"1"	52.3765	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2010"	"2010"	"Feb"	"2"	53.8290	Missing
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2010"	"2010"	"Mar"	"3"	59.9310	79.5266
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2010"	"2010"	"Apr"	"4"	66.8895	81.2931
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2010"	"2010"	"May"	"5"	75.0747	82.4028
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2010"	"2010"	"Jun"	"6"	90.2657	87.9264
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2010"	"2010"	"Jul"	"7"	97.4136	93.9964
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2010"	"2010"	"Aug"	"8"	93.2075	91.1486
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2010"	"2010"	"Sep"	"9"	90.6680	87.9124
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2010"	"2010"	"Oct"	"10"	73.8778	84.2101
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2010"	"2010"	"Nov"	"11"	58.1043	80.7340
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2010"	"2010"	"Dec"	"12"	55.9392	Missing
"Total"	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2010"	"2010"			72.4040	89.0900
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2011"	"2011"	"Jan"	"1"	49.8063	Missing
